Antiguedad_Meses,Gasto_Mensual,Gasto_Total,Soporte_Tecnico_Tickets,Contrato_Anual,Churn,Tickets_Por_Mes,Ticket_Promedio
43,96.85193645237912,4182.034864905746,1,1,0,0.022727272727272728,95.04624692967604
29,31.3109819076573,938.3507690485941,9,1,1,0.3,31.27835896828647
36,99.55103716964031,3539.162834604203,1,0,0,0.02702702702702703,95.65304958389738
13,111.86777969935042,1484.7287055652102,0,1,0,0.0,106.05205039751502
32,80.06095425462361,2562.144920674577,4,1,0,0.12121212121212122,77.64075517195688
71,114.08753563380648,8140.800265241059,5,0,1,0.06944444444444445,113.06667035057026
59,102.68388837118775,6052.194967030141,5,0,1,0.08333333333333333,100.86991611716901
28,86.69715169909072,2413.4079807985977,8,0,1,0.27586206896551724,83.22096485512405
66,77.71852367117481,5130.234183518206,3,1,0,0.04477611940298507,76.57065945549562
42,54.85736672419705,2307.065223607672,0,1,0,0.0,53.652679618783075
45,35.92874452428052,1596.909959547871,5,1,0,0.10869565217391304,34.71543390321459
62,80.49539226905408,4975.825178752694,4,0,0,0.06349206349206349,78.98135204369356
57,51.81115536181195,2916.4295895878677,9,0,1,0.15517241379310345,50.28326878599772
6,106.64386675276454,626.8238478228814,5,0,1,0.7142857142857143,89.54626397469734
28,119.33369373586285,3361.632726404087,2,0,1,0.06896551724137931,115.918369876003
28,95.24277626155725,2662.6771101064187,1,1,0,0.034482758620689655,91.81645207263513
44,29.048169528705074,1308.391418144443,5,1,1,0.1111111111111111,29.07536484765429
30,48.86855955306381,1460.493902562322,0,1,0,0.0,47.112706534268455
62,30.910963176574974,1873.534177015949,6,1,1,0.09523809523809523,29.738637730411888
62,85.05116477917157,5291.090462935335,6,0,1,0.09523809523809523,83.98556290373548
1,96.51908645557846,76.31039222457639,9,0,1,4.5,38.155196112288195
27,112.56748308807119,3032.321024715016,6,0,1,0.21428571428571427,108.2971794541077
62,63.817234641198766,3993.7957091788467,9,1,1,0.14285714285714285,63.39358268537852
3,110.13756495884444,295.5865810848879,0,1,0,0.0,73.89664527122197
70,107.78911590413276,7550.180426913224,3,0,0,0.04225352112676056,106.34056939314401
27,51.71957167653986,1395.2128847655024,6,0,1,0.21428571428571427,49.82903159876794
9,106.8900625540571,983.038334449627,8,0,1,0.8,98.30383344496269
62,57.56722518817265,3594.822562631165,4,0,0,0.06349206349206349,57.06067559732008
37,49.68692745602808,1846.3314860005057,1,0,1,0.02631578947368421,48.58767068422384
51,84.90746587943931,4319.469520453993,6,0,1,0.11538461538461539,83.06672154719217
44,52.83812278850811,2339.0785778151358,9,0,1,0.2,51.97952395144746
24,83.02087483291442,2032.570672904283,0,1,0,0.0,81.30282691617131
59,80.98318054986945,4777.188954253106,6,0,1,0.1,79.61981590421844
32,76.34389273484588,2434.9868840823774,5,0,0,0.15151515151515152,73.78748133582963
52,58.04197042327977,3029.827569740588,6,0,1,0.11320754716981132,57.16655791963373
62,74.84997216514768,4641.860084850244,9,0,1,0.14285714285714285,73.68031880714673
58,79.64854749854216,4579.484472197911,2,0,0,0.03389830508474576,77.61838088471035
52,74.56868884954734,3884.751744188386,2,0,1,0.03773584905660377,73.29720272053558
12,64.44194527512016,732.9004710385291,6,0,1,0.46153846153846156,56.37695931065608
39,21.46670570462638,848.4359418726822,1,0,1,0.025,21.210898546817056
2,78.7061707701151,133.49805980803316,0,1,0,0.0,44.49935326934439
3,36.844438514271964,111.63955966840628,8,0,1,2.0,27.90988991710157
56,84.25759689471896,4730.143243290238,8,1,1,0.14035087719298245,82.9849691805305
59,95.9344327922866,5733.748635123216,6,0,1,0.1,95.56247725205361
2,70.04453091307414,162.37156067975602,6,0,1,2.0,54.12385355991867
2,74.23636649797383,189.4166972882177,2,0,1,0.6666666666666666,63.13889909607257
54,115.14785596659911,6274.1366567571695,9,0,1,0.16363636363636364,114.07521194103944
1,104.71673613725741,119.39441364724075,1,1,0,0.5,59.69720682362038
19,111.42365159514699,2125.620074315809,6,1,1,0.3,106.28100371579043
2,101.37662883195864,170.7516243991308,8,1,1,2.6666666666666665,56.9172081330436
53,30.891834184673144,1633.7683138156647,0,1,0,0.0,30.254968774364162
44,34.89918559701947,1513.8715343797805,3,1,1,0.06666666666666667,33.641589652884015
32,72.66237972689595,2313.164385756939,5,0,1,0.15151515151515152,70.095890477483
70,44.60696587979982,3178.6075128717616,6,0,1,0.08450704225352113,44.76911989960227
32,67.66954750411591,2168.8641654077087,9,1,1,0.2727272727272727,65.72315652750632
68,59.43653238183502,4015.4072146332983,6,1,1,0.08695652173913043,58.1943074584536
55,74.94142384304533,4163.014315008232,9,0,1,0.16071428571428573,74.33954133943271
56,94.68757161358226,5331.162274647731,1,1,0,0.017543859649122806,93.52916271311808
17,91.54909070992744,1586.5641468467784,3,0,1,0.16666666666666666,88.1424526025988
38,72.12341324853344,2680.505797351199,4,0,1,0.10256410256410256,68.73091788079998
24,102.23934188170581,2512.204333892584,0,0,0,0.0,100.48817335570337
69,63.08620915380333,4336.1929893496135,0,1,0,0.0,61.945614133565904
70,109.67142898401224,7700.3386720646395,9,1,0,0.1267605633802817,108.45547425443154
11,27.12802700551639,374.12229077919125,2,0,1,0.16666666666666666,31.176857564932604
16,115.46600300333074,1912.1160304990103,9,0,1,0.5294117647058824,112.4774135587653
59,85.46930814313482,5013.362316680774,2,0,0,0.03333333333333333,83.55603861134622
70,58.00745089372053,4017.1860424503693,7,1,1,0.09859154929577464,56.58008510493478
3,39.715412657287736,162.05663593730105,8,0,1,2.0,40.51415898432526
20,67.91832294436,1362.62813323502,0,0,0,0.0,64.88705396357238
59,39.4558323185301,2312.867663554214,1,0,0,0.016666666666666666,38.54779439257023
36,36.63316077431422,1337.4303442834832,9,0,1,0.24324324324324326,36.146766061715766
19,81.73517574129741,1548.0819517608675,1,0,1,0.05,77.40409758804337
67,72.30847245817847,4865.70737880942,3,1,0,0.04411764705882353,71.55452027660913
19,87.00960346109417,1655.191919995351,1,0,0,0.05,82.75959599976755
20,112.96058774219892,2280.883392693823,6,1,1,0.2857142857142857,108.61349489018205
71,73.22602133390401,5172.211534033093,8,0,1,0.1111111111111111,71.83627130601518
52,78.09320532627977,4103.580537360527,6,0,0,0.11320754716981132,77.42604787472693
33,28.962633915494212,976.6956203332821,5,0,1,0.14705882352941177,28.7263417745083
40,91.76357859086295,3689.932064716625,9,1,1,0.21951219512195122,89.9983430418689
39,59.99052068041562,2306.1002087258494,0,1,0,0.0,57.65250521814623
1,117.67252386625789,168.6614963655853,9,1,1,4.5,84.33074818279265
11,102.31740155956602,1125.0799341742381,8,0,1,0.6666666666666666,93.75666118118652
57,72.24810405161183,4139.98339681477,4,0,1,0.06896551724137931,71.37902408301326
50,32.322265417216606,1606.4285369484319,4,1,1,0.0784313725490196,31.498598763694744
23,105.94157932805892,2444.482996485818,5,1,0,0.20833333333333334,101.8534581869091
31,99.97810954240217,3108.2352163780492,8,0,1,0.25,97.13235051181404
42,38.4585129537033,1530.659616095436,7,1,1,0.16279069767441862,35.59673525803339
7,49.527828922031006,364.168246193862,7,0,1,0.875,45.52103077423275
16,99.34072581478372,1648.4118568882022,7,0,1,0.4117647058823529,96.96540334636484
60,38.522844654740965,2327.5640870542165,0,0,0,0.0,38.156788312364206
2,111.77524891713773,194.81925036758332,0,0,0,0.0,64.93975012252777
1,62.45274251963619,81.9515895042528,7,0,1,3.5,40.9757947521264
48,28.703896258765866,1409.5714363259617,4,0,1,0.08163265306122448,28.76676400665228
12,101.57486435042809,1234.2723676908488,8,0,1,0.6153846153846154,94.94402828391145
69,57.35096830383876,3954.9929997719732,1,0,0,0.014285714285714285,56.49989999674248
37,72.6499194153781,2680.7825415942716,8,0,1,0.21052631578947367,70.54690898932294
32,31.230434441121915,991.984609454897,7,1,1,0.21212121212121213,30.060139680451424
9,20.25840148449824,203.25892039082055,8,0,1,0.8,20.325892039082056
19,83.79852057932976,1549.9581711554765,3,0,1,0.15,77.49790855777383
48,71.51751703337317,3421.68462277625,0,0,0,0.0,69.8302984240051
3,79.35385691231471,285.9298654272726,0,1,1,0.0,71.48246635681815
20,99.37438503805163,2036.513558758348,4,0,1,0.19047619047619047,96.9768361313499
24,84.66059134228601,1987.5097795808144,1,0,1,0.04,79.50039118323258
54,37.47734428273772,1989.8341829299284,7,0,1,0.12727272727272726,36.1788033259987
33,56.07725191105998,1842.430695679141,9,1,0,0.2647058823529412,54.18913810821003
24,110.58911047877604,2680.9163370040555,4,0,1,0.16,107.23665348016222
36,96.9944700251679,3436.9766902844544,4,0,1,0.10810810810810811,92.89126189957985
38,75.66370579367172,2873.576561112001,1,0,1,0.02564102564102564,73.6814502849231
25,45.56449978092723,1124.8871198257914,6,0,1,0.23076923076923078,43.2648892240689
18,50.206050183479505,943.4878435311881,7,1,1,0.3684210526315789,49.65725492269411
66,93.19580675856345,6100.61599184611,9,1,1,0.13432835820895522,91.05397002755387
54,105.11742608527709,5679.117227069772,0,1,0,0.0,103.25667685581404
35,87.14246695306144,3038.1780602366925,1,1,0,0.027777777777777776,84.39383500657479
61,100.95299757684418,6202.226819975814,9,0,1,0.14516129032258066,100.0359164512228
41,96.6656135200406,3981.219733712262,3,0,1,0.07142857142857142,94.79094604076815
33,34.97039679569578,1136.4486244802285,4,1,1,0.11764705882352941,33.42495954353613
68,62.3944812913302,4268.426321110326,1,0,1,0.014492753623188406,61.861251030584434
33,35.29838008285627,1153.1816771349997,0,1,0,0.0,33.9171081510294
14,43.52355848019848,639.3097100599714,8,0,1,0.5333333333333333,42.62064733733143
21,106.92596246510526,2238.332902040643,0,0,0,0.0,101.74240463821106
48,67.28919656331821,3261.521432402337,3,1,0,0.061224489795918366,66.56166188576198
20,73.53581018426608,1483.7986623391391,1,1,0,0.047619047619047616,70.65707915900663
8,37.84459652277721,400.5715046029604,3,1,1,0.3333333333333333,44.50794495588448
7,51.2271786048796,357.003370071677,7,0,1,0.875,44.625421258959626
67,43.024616842787,2894.1351972153725,7,1,1,0.10294117647058823,42.56081172375548
17,40.61861645184264,676.133737429847,8,0,1,0.4444444444444444,37.56298541276928
33,83.79607933159701,2765.3511781653447,4,0,0,0.11764705882352941,81.33385818133367
48,45.68838476457148,2111.987414674948,6,1,1,0.12244897959183673,43.101783972958124
59,83.20154860204184,4922.8588880167,2,1,0,0.03333333333333333,82.04764813361166
22,25.845461410855393,608.886377427301,9,0,1,0.391304347826087,26.473320757708738
30,34.17743935271019,1037.2220807192864,3,1,0,0.0967741935483871,33.45877679739633
38,47.45402540001254,1763.837121461155,9,0,1,0.23076923076923078,45.22659285797833
51,79.70469168956916,4040.885661586757,8,0,1,0.15384615384615385,77.70933964589918
54,87.5841245087376,4656.636959657143,9,0,1,0.16363636363636364,84.66612653922078
8,64.27169667795272,543.5412936295845,9,1,1,1.0,60.39347706995383
27,64.5790914577229,1713.4400705772307,0,0,0,0.0,61.194288234901094
27,92.45168513986181,2495.334241069902,1,1,1,0.03571428571428571,89.11908003821078
21,21.582109176558244,448.61216553790655,4,0,1,0.18181818181818182,20.391462069904843
30,54.10900244742206,1667.9018844924096,2,1,0,0.06451612903225806,53.80328659652934
28,101.87070571192328,2854.938199472824,1,0,0,0.034482758620689655,98.44614480940773
64,80.32194102133722,5164.871012968762,0,1,0,0.0,79.45955404567327
69,53.722713275542034,3723.26112893683,9,0,1,0.12857142857142856,53.18944469909757
61,110.55247923296739,6784.4835758098525,2,1,0,0.03225806451612903,109.427154448546
48,97.26227274493826,4661.415380921947,0,1,0,0.0,95.13092614126423
19,46.48954472367334,939.389809664929,0,1,1,0.0,46.969490483246446
4,84.52898375257169,278.54607031830733,0,0,0,0.0,55.70921406366146
35,79.57507281889568,2810.8517536013856,7,1,1,0.19444444444444445,78.07921537781627
64,60.11879140389827,3821.6040615895654,2,0,0,0.03076923076923077,58.793908639839465
49,56.695607920480064,2763.3023015201247,0,1,0,0.0,55.26604603040249
17,54.35604747757039,941.1352351257277,6,1,1,0.3333333333333333,52.285290840318204
44,81.71557833956467,3612.3275084362776,9,0,1,0.2,80.27394463191727
30,64.24099364806695,1945.4226498527105,2,0,1,0.06451612903225806,62.755569350087434
46,103.1863113251422,4704.985582633383,7,0,1,0.14893617021276595,100.1060762262422
6,86.96026161339618,565.2324766187543,3,0,1,0.42857142857142855,80.74749665982203
37,26.993160570943413,971.727527578076,3,1,1,0.07894736842105263,25.571777041528314
24,84.01682238281661,1993.385124480843,4,0,1,0.16,79.73540497923372
46,47.11474365001848,2186.4151100458553,5,0,1,0.10638297872340426,46.51947042650756
53,79.28119916534227,4193.301920520304,6,0,1,0.1111111111111111,77.65373926889451
60,88.01319311034514,5290.039411837583,3,0,0,0.04918032786885246,86.72195757110792
63,43.08291891540121,2649.525870771293,7,0,0,0.109375,41.39884173080145
32,65.68586448803686,2110.477397102756,5,1,1,0.15151515151515152,63.95386051826534
33,39.032486281906785,1294.6070036882904,0,0,0,0.0,38.07667657906737
67,25.23388757865083,1675.3747116366771,0,1,0,0.0,24.637863406421722
18,57.84764234858691,979.0352834816207,8,0,1,0.42105263157894735,51.52817281482214
25,56.2944271845992,1400.976431770532,9,0,1,0.34615384615384615,53.88370891425123
54,119.5480490704257,6454.47343400903,5,1,0,0.09090909090909091,117.35406243652781
58,64.63523511976422,3737.82676723641,9,0,1,0.15254237288135594,63.35299605485441
67,53.35695494722004,3519.830747530768,7,0,1,0.10294117647058823,51.76221687545247
46,78.04750067166746,3638.0270511162107,6,0,1,0.1276595744680851,77.40483087481299
24,28.876739410776846,673.8759000203131,5,0,1,0.2,26.955036000812523
32,116.16657359548132,3710.664215167715,3,0,1,0.09090909090909091,112.44437015659743
47,83.49600455910331,3852.027984641307,6,0,1,0.125,80.25058301336055
23,95.48378199408478,2243.9726463248962,8,0,1,0.3333333333333333,93.49886026353734
66,37.04779381739175,2431.1578939958335,9,0,1,0.13432835820895522,36.28593871635572
27,60.94778530052039,1648.5440876262765,9,0,1,0.32142857142857145,58.8765745580813
2,62.26891133961895,158.15994602373746,6,0,1,2.0,52.719982007912485
17,102.18064439010868,1716.7818284903487,0,0,0,0.0,95.37676824946382
33,20.123667975940943,692.9783928276474,9,0,1,0.2647058823529412,20.381717436107277
9,50.08531083532551,388.92803383969533,8,1,1,0.8,38.892803383969536
43,118.12363743443039,5095.846009407646,3,0,1,0.06818181818181818,115.81468203199196
48,67.48865435062186,3286.6226738254386,2,1,1,0.04081632653061224,67.0739321188865
39,58.25262802440083,2254.4399875350914,3,0,1,0.075,56.360999688377284
42,31.982900201764636,1376.8482570830668,3,1,0,0.06976744186046512,32.01972690890853
26,117.41646286280155,3107.845713998654,9,0,1,0.3333333333333333,115.10539681476496
50,22.002635592582447,1092.4865244875018,1,1,0,0.0196078431372549,21.421304401715723
25,93.71802250072432,2332.824713942612,0,1,0,0.0,89.72402745933124
24,96.85998047885084,2297.690719117451,9,0,1,0.36,91.90762876469803
13,44.36567160638666,561.4618262274726,0,1,1,0.0,40.104416159105185
60,87.15584436130374,5204.889864970046,7,0,1,0.11475409836065574,85.32606336016468
7,29.292914437938993,178.07706811275614,1,0,1,0.125,22.259633514094517
57,45.70472664320799,2641.1344775641965,9,1,1,0.15517241379310345,45.53680133731373
36,98.7901988292265,3532.749377093506,4,1,1,0.10810810810810811,95.47971289441908
45,106.46861920335402,4798.843521592519,3,0,1,0.06521739130434782,104.32268525201128
20,80.84864126597913,1618.1198283760698,7,0,1,0.3333333333333333,77.05332516076523
65,70.68384318204826,4639.39264371027,1,1,1,0.015151515151515152,70.29382793500409
8,35.93040206189803,272.34852953353385,9,1,1,1.0,30.260947725948206
16,26.310903307915016,432.40889432626994,8,1,1,0.47058823529411764,25.435817313309997
14,31.764902847355863,468.44073093126536,6,1,1,0.4,31.22938206208436
15,42.73573000960988,685.7284383637657,6,0,1,0.375,42.858027397735356
66,54.16745018969208,3559.5191121683197,0,1,0,0.0,53.12715092788537
32,58.090952551098724,1840.3737075731879,1,0,1,0.030303030303030304,55.76890022949054
63,54.63217685890035,3409.9737104919204,3,0,1,0.046875,53.28083922643626
51,43.905533219726564,2306.271182831502,3,0,1,0.057692307692307696,44.351368900605806
25,70.9724246751698,1815.8447900246567,2,0,1,0.07692307692307693,69.84018423171757
58,102.52861082328968,5945.393385921439,6,0,1,0.1016949152542373,100.76937942239728
63,47.97035384714792,3080.0754669041303,7,1,1,0.109375,48.126179170377036
62,114.23870191022331,7079.743616602876,1,0,0,0.015873015873015872,112.37688280322024
22,107.33366617238478,2383.072969935471,3,0,1,0.13043478260869565,103.61186825806396
58,36.17642113521096,2098.5375828939173,2,1,1,0.03389830508474576,35.56843360837148
58,98.62759567570944,5732.334712743662,1,0,0,0.01694915254237288,97.15821547023155
49,77.45873823177666,3804.231016633063,5,0,0,0.1,76.08462033266126
52,76.65753621714185,3973.4423220900767,3,0,1,0.05660377358490566,74.97060985075616
42,59.10427630581744,2515.1545609868936,5,1,1,0.11627906976744186,58.49196653457892
70,70.11529991820098,4929.549566804586,1,0,0,0.014084507042253521,69.43027558879699
15,59.717877742921104,926.5990039488609,3,0,1,0.1875,57.9124377468038
54,73.97326187599428,4004.1629568686717,5,0,1,0.09090909090909091,72.80296285215766
60,82.79500527726358,4940.5032201825015,4,0,1,0.06557377049180328,80.9918560685656
8,87.43038064090484,750.7246271239699,2,0,0,0.2222222222222222,83.41384745821887
53,73.24811925594261,3874.2736335579357,7,0,1,0.12962962962962962,71.74580802885066
60,92.14220673287318,5539.4544148294435,6,0,1,0.09836065573770492,90.81072811195808
5,34.12780492755058,189.70046540242097,2,1,0,0.3333333333333333,31.616744233736828
68,41.198249090223854,2812.203589621751,5,0,1,0.07246376811594203,40.75657376263407
6,101.87350040742702,638.7035130814703,3,0,1,0.42857142857142855,91.24335901163862
47,52.252797784641515,2488.0828335476463,4,0,1,0.08333333333333333,51.83505903224263
55,22.289382497612024,1219.171032277244,4,0,1,0.07142857142857142,21.770911290665072
40,35.37911496680311,1463.9286189307938,6,1,1,0.14634146341463414,35.705576071482774
52,42.361443449631125,2194.7879527559808,4,0,1,0.07547169811320754,41.411093448226055
16,115.73228878945872,1861.8190920977631,2,0,1,0.11764705882352941,109.51877012339783
13,77.30414289308493,993.323512101977,9,1,1,0.6428571428571429,70.9516794358555
30,113.27307404762549,3377.988015749241,4,0,0,0.12903225806451613,108.96735534674971
19,77.5163350496625,1504.1360986073137,6,0,1,0.3,75.20680493036568
17,67.93544401378517,1248.5594551571294,4,0,1,0.2222222222222222,69.36441417539608
63,51.372769119409604,3225.6316578731958,4,0,1,0.0625,50.400494654268684
19,80.63709444333756,1568.564441663756,8,0,1,0.4,78.4282220831878
58,33.91980246175298,1957.5712034006672,2,0,0,0.03389830508474576,33.179172938994355
